emp_no,first_name,last_name,to_date
88136,Shir,Stille,9999-01-01
88137,Domenick,Brodie,9999-01-01
88145,Sanjit,Ernst,9999-01-01
88190,Lech,Radivojevic,9999-01-01
88191,Monique,Sigstam,9999-01-01
88195,Ghassan,Krogh,9999-01-01
88213,Zvonko,Varman,9999-01-01
88219,Palash,Krzyzanowski,9999-01-01
88246,Munenori,Slobodova,9999-01-01
88247,Marjo,Fasbender,9999-01-01
88255,Tesuro,Barbanera,9999-01-01
88260,Miomir,Krzyzanowski,9999-01-01
88262,Sham,Stassinopoulos,9999-01-01
88269,Demin,Kaelbling,9999-01-01
88287,Parke,Reistad,9999-01-01
88298,Shuji,Vidya,9999-01-01
88314,Tsutomu,Denti,9999-01-01
88340,Gad,Fiutem,9999-01-01
88346,Francesca,Wissmann,9999-01-01
88353,Anneke,Ranka,9999-01-01
88354,Lijia,Jiafu,9999-01-01
88358,Trygve,Salinas,9999-01-01
88377,Mrinalini,Sifakis,9999-01-01
88378,Shaz,Rodier,9999-01-01
88381,Jackson,Bondorf,9999-01-01
88382,Genta,Penz,9999-01-01
88385,Tran,Besancenot,9999-01-01
88386,Jiann,Bondorf,9999-01-01
88387,Sanjeeva,Lundstrom,9999-01-01
88389,Jiakeng,Waymire,9999-01-01
88393,Kauko,Farris,9999-01-01
88399,Thodoros,Pettit,9999-01-01
88401,Evgueni,Eiter,9999-01-01
88403,Nigel,Ramaiah,9999-01-01
88408,Rasiah,Skrikant,9999-01-01
88419,Luerbio,Murillo,9999-01-01
88421,Mariusz,Kusalik,9999-01-01
88441,Mart,Moehrke,9999-01-01
88449,Lihong,Naudin,9999-01-01
88489,Monique,Soloway,9999-01-01
88491,Mabry,Swiler,9999-01-01
88495,Wilmer,Molenaar,9999-01-01
88503,Anestis,Rosenbaum,9999-01-01
88512,Giao,Vigier,9999-01-01
88524,Zorica,Einsfeld,9999-01-01
88543,Geoff,Brodie,9999-01-01
88544,Yannik,Gilg,9999-01-01
88548,Baruch,Heijenga,9999-01-01
88556,Ute,Ravishankar,9999-01-01
88563,Mototsugu,Rodite,9999-01-01
88570,Genta,Rosenbaum,9999-01-01
88579,Vasilii,Himler,9999-01-01
88584,Sakthirel,Rikino,9999-01-01
88597,Zita,Narwekar,9999-01-01
88599,Kristin,Schneeberger,9999-01-01
88600,Bernd,Ranze,9999-01-01
88615,Weicheng,Shrader,9999-01-01
88616,Tadahiro,Esposito,9999-01-01
88628,Guoxiang,Polajnar,9999-01-01
88636,Xiping,Jeansoulin,9999-01-01
88646,Joydip,Niizuma,9999-01-01
88656,Oddvar,Parveen,9999-01-01
88661,Moheb,Frijda,9999-01-01
88663,Adly,Deville,9999-01-01
88679,Genta,Lichtner,9999-01-01
88681,Genta,Alvarado,9999-01-01
88698,Mary,Lundstrom,9999-01-01
88701,Terresa,Krzyzanowski,9999-01-01
88707,Adit,Ermel,9999-01-01
88722,Falguni,Lagarias,9999-01-01
88741,Ottavia,Rattan,9999-01-01
88748,Satoru,Sigstam,9999-01-01
88754,Garnet,Thorensen,9999-01-01
88764,Aloys,Turnbull,9999-01-01
88765,Xuejun,Honglei,9999-01-01
88770,Jaroslava,Mukaidono,9999-01-01
88772,Bangqing,Pesch,9999-01-01
88776,Bedir,Kaiser,9999-01-01
88778,Mohammed,Gruenwald,9999-01-01
88788,Aamer,Picel,9999-01-01
88791,Yunming,Salvesen,9999-01-01
88792,Stevo,Reghbati,9999-01-01
88796,Mang,Erol,9999-01-01
88803,Bikash,Zambonelli,9999-01-01
88806,Laurentiu,Ernst,9999-01-01
88821,Shen,Gihr,9999-01-01
88825,Fun,Alvarado,9999-01-01
88830,Shih,Auria,9999-01-01
88835,Gad,Nivat,9999-01-01
88865,Lalit,Peng,9999-01-01
88866,Munehiro,Babb,9999-01-01
88869,Miomir,Plump,9999-01-01
88890,Pranjal,Aloisi,9999-01-01
88893,Shaleah,Shanbhogue,9999-01-01
88905,Yakichi,Muhlberg,9999-01-01
88914,Masali,Ozeki,9999-01-01
88919,Aleksander,Savasere,9999-01-01
88924,Qiwen,Alameldin,9999-01-01
88936,Hironobu,Belinskaya,9999-01-01
88937,Angel,Waschkowski,9999-01-01
88938,Rosine,Detkin,9999-01-01
88942,Leif,Senzako,9999-01-01
88945,Miomir,Jahnichen,9999-01-01
88947,Ronghao,Marletta,9999-01-01
88973,Ingemar,Peng,9999-01-01
88975,Miomir,Baak,9999-01-01
88976,Younwoo,Peron,9999-01-01
88987,Miomir,Prenel,9999-01-01
88989,Jaber,Gulik,9999-01-01
88997,Leif,Giveon,9999-01-01
89001,Zeydy,Sommen,9999-01-01
89002,Luisa,Pelz,9999-01-01
89010,Jingling,Weisert,9999-01-01
89014,Piyush,Jiafu,9999-01-01
89022,Atilio,Orlowski,9999-01-01
89026,Rafols,Siprelle,9999-01-01
89030,Xinglin,Prochazka,9999-01-01
89033,Sailaja,Jansen,9999-01-01
89038,Troy,Kambil,9999-01-01
89039,Marek,Quadeer,9999-01-01
89043,Mohammed,Riefers,9999-01-01
89047,Rayond,Ishibashi,9999-01-01
89051,Demos,Ritzmann,9999-01-01
89053,Arunachalam,Bolsens,9999-01-01
89060,Matt,Chandrasekhar,9999-01-01
89063,Gen,Marshall,9999-01-01
89074,Dmitry,Chandrasekhar,9999-01-01
89080,Gil,Smeets,9999-01-01
89112,Kwangho,Zeidenstein,9999-01-01
89119,Pranjal,Cyne,9999-01-01
89123,Leen,Selvestrel,9999-01-01
89125,Danel,Sinitsyn,9999-01-01
89133,Fumino,Kermarrec,9999-01-01
89136,Poornachandra,Swab,9999-01-01
89148,Mads,Heering,9999-01-01
89154,Dietrich,Isaak,9999-01-01
89158,Qingxiang,Marwedel,9999-01-01
89162,Yongqiao,Melter,9999-01-01
89179,Weijing,Kranzdorf,9999-01-01
89184,Chriss,Fargier,9999-01-01
89186,Gor,Marshall,9999-01-01
89194,Arunachalam,Picht,9999-01-01
89232,Remzi,Herath,9999-01-01
89240,Arfst,Ecklund,9999-01-01
89265,Munir,Gopalakrishnan,9999-01-01
89270,Francoise,Chachaty,9999-01-01
89275,Menkae,Jonsson,9999-01-01
89300,Xiaoqiang,Schaar,9999-01-01
89305,Nidapan,Bernardinello,9999-01-01
89315,Susumu,Montemayor,9999-01-01
89318,Uli,Plump,9999-01-01
89331,Ranga,Narahara,9999-01-01
89333,Mona,Iisaka,9999-01-01
89353,Mostafa,Akiyama,9999-01-01
89354,Aiman,Schicker,9999-01-01
89362,Jiafu,Flasterstein,9999-01-01
89374,Ingemar,Itzigehl,9999-01-01
89381,Paraskevi,Anily,9999-01-01
89388,Divier,Hasenauer,9999-01-01
89391,Aram,Steenbeek,9999-01-01
89392,Leen,Casperson,9999-01-01
89399,Erzsebet,Smeets,9999-01-01
89404,Arnd,Peng,9999-01-01
89416,Mariangiola,Nitsch,9999-01-01
89425,Chandrasekaran,Baba,9999-01-01
89431,Yunming,Pileggi,9999-01-01
89448,Vidya,Akiyama,9999-01-01
89457,Kousuke,Peir,9999-01-01
89476,Xiaoqiang,Perna,9999-01-01
89480,Palash,Angelov,9999-01-01
89507,Diederik,Orlowska,9999-01-01
89512,Susanta,Lung,9999-01-01
89525,Kristin,Pleszkun,9999-01-01
89531,Sachem,Boguraev,9999-01-01
89537,Gaurav,Tasistro,9999-01-01
89553,Gilbert,Pocchiola,9999-01-01
89567,Kankanahalli,Masand,9999-01-01
89573,Ute,Varley,9999-01-01
89598,Nectarios,Alpin,9999-01-01
89608,Susanne,Niizuma,9999-01-01
89624,Pohua,Cherinka,9999-01-01
89632,Hausi,Theuretzbacher,9999-01-01
89640,Sreekrishna,Muhling,9999-01-01
89641,Geoff,Lundstrom,9999-01-01
89669,Ult,Miake,9999-01-01
89672,Ebbe,Feldmann,9999-01-01
89694,Dulce,Wuwongse,9999-01-01
89699,Uma,Keustermans,9999-01-01
89715,Toshimori,Sanella,9999-01-01
89724,Naftali,Kalorkoti,9999-01-01
89743,Hugo,Ferriere,9999-01-01
89755,Lalit,Klerer,9999-01-01
89760,Mandell,Ducloy,9999-01-01
89776,Seongbae,Remmers,9999-01-01
89783,Volkmar,Georg,9999-01-01
89785,Amabile,Beerel,9999-01-01
89795,Yinlin,Kirkerud,9999-01-01
89801,Zvonko,Giarratana,9999-01-01
89812,Boriana,Vingron,9999-01-01
89825,Ingmar,Isard,9999-01-01
89838,Zhonghua,Luby,9999-01-01
89843,Boalin,Ghelli,9999-01-01
89859,Guangming,Lalonde,9999-01-01
89872,Visit,Bugrara,9999-01-01
89882,Abdulla,Murrill,9999-01-01
89883,Berry,Paludetto,9999-01-01
89885,Supot,Zumaque,9999-01-01
89887,Zhonghui,Munro,9999-01-01
89904,Ottavia,Olivero,9999-01-01
89912,Dietrich,Ouhyoung,9999-01-01
89915,Qunsheng,Lores,9999-01-01
89932,Kerryn,Sanella,9999-01-01
89939,Zhongwei,Larfeldt,9999-01-01
89961,Yuping,Stenning,9999-01-01
89969,Conrado,Cappelletti,9999-01-01
89981,Shahaf,Masamoto,9999-01-01
90009,Denny,Ozeki,9999-01-01
90013,Guenter,Cappelli,9999-01-01
90020,Oldrich,Holburn,9999-01-01
90029,Boaz,Melton,9999-01-01
90048,Odinaldo,Duclos,9999-01-01
90052,Gill,Cangellaris,9999-01-01
90059,Fumiyo,Setia,9999-01-01
90061,Supot,Ramaiah,9999-01-01
90070,Remmert,Chiola,9999-01-01
90080,Hyuncheol,Taubenfeld,9999-01-01
90110,Przemyslawa,Orsini,9999-01-01
90122,Taisook,Halevi,9999-01-01
90125,Shugo,Reghbati,9999-01-01
90138,Shin,Selvestrel,9999-01-01
90145,Steen,Walstra,9999-01-01
90147,Tomokazu,Plump,9999-01-01
90152,Chenye,Birrer,9999-01-01
90163,Harjit,Ghandeharizadeh,9999-01-01
90189,Tzu,Bernardeschi,9999-01-01
90213,Kotesh,Kobara,9999-01-01
90215,Poorav,Liesche,9999-01-01
90233,Martien,Setlzner,9999-01-01
90250,Richard,Sluis,9999-01-01
90256,Toney,Brender,9999-01-01
90261,Rimli,Merle,9999-01-01
90270,Djenana,Spieker,9999-01-01
90272,Dinah,Tramer,9999-01-01
90277,Conor,Alencar,9999-01-01
90279,Arch,Geffroy,9999-01-01
90288,Jaideep,Shumilov,9999-01-01
90304,Shigenori,Kavvadias,9999-01-01
90309,Zengping,Siegrist,9999-01-01
90314,Masaki,Rosen,9999-01-01
90327,Jacopo,Chiola,9999-01-01
90329,Palash,Renear,9999-01-01
90336,Shridhar,Chaudhury,9999-01-01
90342,King,Koshiba,9999-01-01
90345,Willard,Liedekerke,9999-01-01
90348,Makato,Merks,9999-01-01
90353,Mingzeng,Cooley,9999-01-01
90357,Honglan,Lunn,9999-01-01
90367,Josyula,Riexinger,9999-01-01
90386,Marc,Rosis,9999-01-01
90390,Marko,Kadhim,9999-01-01
90405,Theirry,Muchinsky,9999-01-01
90411,Shahid,Gimbel,9999-01-01
90413,Qunsheng,Ramamoorthy,9999-01-01
90425,Masasuke,Schrift,9999-01-01
90428,Niranjan,Braunschweig,9999-01-01
90442,Suzette,Merkl,9999-01-01
90453,Beshir,Pashtan,9999-01-01
90458,Rimli,Kadhim,9999-01-01
90463,Takahito,Fabrizio,9999-01-01
90480,Fai,Mitina,9999-01-01
90481,Goh,Kemmerer,9999-01-01
90493,Ravishankar,Fargier,9999-01-01
90519,Syozo,Rodite,9999-01-01
90522,IEEE,Beerel,9999-01-01
90527,Shuzo,Erman,9999-01-01
90536,Leah,Hutton,9999-01-01
90559,Amalendu,Schlegelmilch,9999-01-01
90572,Naraig,Tokunaga,9999-01-01
90582,Tuval,Akiyama,9999-01-01
90589,Bluma,Reinhard,9999-01-01
90591,Mark,Vesna,9999-01-01
90603,Kristine,Birge,9999-01-01
90637,Kauko,Kusakabe,9999-01-01
90642,Yinlin,Savasere,9999-01-01
90648,Christoper,Bottner,9999-01-01
90661,Christ,Marquardt,9999-01-01
90664,Ziva,Backhouse,9999-01-01
90672,Xiaoqiang,Vernadat,9999-01-01
90673,Younwoo,Hutton,9999-01-01
90674,Tzu,Nastansky,9999-01-01
90680,Frederique,Nyrup,9999-01-01
90687,Babette,Limongiello,9999-01-01
90703,Badri,Perz,9999-01-01
90714,Boriana,Manderick,9999-01-01
90734,Alejandro,Zirintsis,9999-01-01
90743,Rayond,Emden,9999-01-01
90745,Richard,Marletta,9999-01-01
90749,Martins,Vesna,9999-01-01
90760,Hein,Vingron,9999-01-01
90762,Paris,Choobineh,9999-01-01
90765,Lein,Neiman,9999-01-01
90771,Divier,Luon,9999-01-01
90776,Bouchung,Skrikant,9999-01-01
90778,Leucio,Kaiserswerth,9999-01-01
90793,Jinpo,Acton,9999-01-01
90802,Magy,Isard,9999-01-01
90805,Masoud,Sessa,9999-01-01
90810,Barton,Buchter,9999-01-01
90812,Marie,Thibadeau,9999-01-01
90821,Jingling,Kadhim,9999-01-01
90857,Kish,Thisen,9999-01-01
90862,Masadi,Billingsley,9999-01-01
90867,Kristin,Parfitt,9999-01-01
90878,Odysseas,Tagansky,9999-01-01
90880,Prodip,Einsfeld,9999-01-01
90886,Harngdar,Heusch,9999-01-01
90889,Berhard,Braccini,9999-01-01
90895,Guenter,Lorch,9999-01-01
90903,Richara,Sadowski,9999-01-01
90908,Toshimi,Cronan,9999-01-01
90912,Kazunori,Feldmann,9999-01-01
90913,Xiahua,Levergood,9999-01-01
90914,Danel,Mandell,9999-01-01
90923,Raimond,Bhattacharjee,9999-01-01
90925,Odinaldo,Bugrara,9999-01-01
90931,Sadun,Rousseau,9999-01-01
90936,Xinglin,Yavatkar,9999-01-01
90946,Arunas,Chaudhuri,9999-01-01
90948,Gully,Matteis,9999-01-01
90964,Basil,Kuszyk,9999-01-01
90975,Dulce,Brickell,9999-01-01
90978,Ramya,Ouhyoung,9999-01-01
90994,Xinyu,Merel,9999-01-01
90998,Jessie,Schwartzbauer,9999-01-01
91009,Minghong,Liedekerke,9999-01-01
91018,Vitali,Binding,9999-01-01
91022,Alagu,Kropatsch,9999-01-01
91023,Volkmar,Nitsche,9999-01-01
91029,Navin,Crooks,9999-01-01
91034,Masali,Hopewell,9999-01-01
91058,Weijing,Litzkow,9999-01-01
91080,Parviz,Skogmar,9999-01-01
91093,Josyula,Luders,9999-01-01
91101,Gennady,Siksek,9999-01-01
91107,Fuqing,Hmelo,9999-01-01
91113,Goncalo,Begiun,9999-01-01
91126,Constantijn,Piazza,9999-01-01
91127,Phuoc,Baar,9999-01-01
91139,Gererd,Quittner,9999-01-01
91150,Kwee,Schaad,9999-01-01
91153,Yefim,Clouatre,9999-01-01
91187,Shigehito,Falby,9999-01-01
91204,Wanqing,Shigei,9999-01-01
91217,Xuedong,Nilsson,9999-01-01
91225,Pranjal,Mamelak,9999-01-01
91227,Spyrose,Bala,9999-01-01
91228,Hauke,Leijenhorst,9999-01-01
91243,Mads,Anick,9999-01-01
91246,Xiaoshan,Makrucki,9999-01-01
91265,Somnath,Ohori,9999-01-01
91270,Xiahua,Hiraishi,9999-01-01
91274,Khalid,Gecsel,9999-01-01
91307,Gladys,Erva,9999-01-01
91310,Gaurav,Kakkad,9999-01-01
91314,Hilari,Fendler,9999-01-01
91325,Phillip,Beutelspacher,9999-01-01
91341,Weiru,Fontan,9999-01-01
91348,Basim,Muchinsky,9999-01-01
91350,Boriana,Murrill,9999-01-01
91365,Xudong,Caine,9999-01-01
91367,Kerryn,Sluis,9999-01-01
91373,Shigenori,Cusworth,9999-01-01
91387,Shakhar,Jumpertz,9999-01-01
91395,Golgen,Aseltine,9999-01-01
91401,Taegyun,Fetvedt,9999-01-01
91411,Chenyi,Keirsey,9999-01-01
91413,Ekawit,Asser,9999-01-01
91420,Jacqueline,Suppi,9999-01-01
91424,Mabry,Talmon,9999-01-01
91429,Shaunak,Pollock,9999-01-01
91438,Feiyu,Comellas,9999-01-01
91451,Akeno,Savasere,9999-01-01
91452,Nevio,Flasterstein,9999-01-01
91457,Volkmar,Schusler,9999-01-01
91473,Gadiel,Kuzuoka,9999-01-01
91475,Pranay,Raczkowsky,9999-01-01
91489,Leucio,Viele,9999-01-01
91493,Filipe,Gien,9999-01-01
91496,Sven,Casperson,9999-01-01
91500,Bogdan,Kriebel,9999-01-01
91506,Lillian,Isaac,9999-01-01
91510,Chandrasekaran,Murthy,9999-01-01
91516,Kolar,Bazzichi,9999-01-01
91517,Serif,Hofstetter,9999-01-01
91519,Danco,Panienski,9999-01-01
91521,Akeel,Murthy,9999-01-01
91527,Basant,Klerer,9999-01-01
91541,Slavian,McFarlin,9999-01-01
91557,Yuping,Gomatam,9999-01-01
91563,Hugh,Munos,9999-01-01
91566,Hongzue,Rohrbach,9999-01-01
91583,Dinkar,Kroft,9999-01-01
91607,Josyula,Speckmann,9999-01-01
91608,Sachio,Osgood,9999-01-01
91614,Yechezkel,Wixon,9999-01-01
91620,Jenwei,McDermid,9999-01-01
91623,Haldun,Manderick,9999-01-01
91630,Saniya,Maquelin,9999-01-01
91637,Gino,Menhoudj,9999-01-01
91638,Youjian,Siprelle,9999-01-01
91656,Clyde,Collavizza,9999-01-01
91675,Parke,Wrigley,9999-01-01
91688,Vishv,Veevers,9999-01-01
91694,Maha,Showalter,9999-01-01
91702,Kensei,Stanfel,9999-01-01
91708,Mori,Bahi,9999-01-01
91720,Phillip,Suwa,9999-01-01
91722,Yonghoan,Dolinsky,9999-01-01
91746,Kiam,Cools,9999-01-01
91763,Abdulla,Gronowski,9999-01-01
91774,Hugo,Pietracaprina,9999-01-01
91775,Kristian,Nishimukai,9999-01-01
91799,Dayanand,Gill,9999-01-01
91802,Alassane,Meriste,9999-01-01
91807,Susuma,Masaki,9999-01-01
91813,Zhiwei,Bernini,9999-01-01
91820,Arunachalam,Hofman,9999-01-01
91845,Caolyn,Zeidenstein,9999-01-01
91846,Subbu,Selvestrel,9999-01-01
91850,Rasikan,Keirsey,9999-01-01
91871,Selwyn,Androutsos,9999-01-01
91885,Fai,Moehrke,9999-01-01
91888,Peer,Werthner,9999-01-01
91898,Dines,Brlek,9999-01-01
91903,Rosalie,Kaiser,9999-01-01
91904,Cordelia,Penttonen,9999-01-01
91908,Munenori,Kalsbeek,9999-01-01
91912,Dzung,Marletta,9999-01-01
91913,Alain,Hofmeyr,9999-01-01
91927,Yongqiao,Valtorta,9999-01-01
91932,Zhenhua,Crooks,9999-01-01
91933,Alassane,Radivojevic,9999-01-01
91947,Bikash,Slaats,9999-01-01
91953,Nirmal,Luks,9999-01-01
92003,Martial,Matheson,9999-01-01
92027,Georg,Adachi,9999-01-01
92043,Chriss,Lortz,9999-01-01
92053,Uri,Gonthier,9999-01-01
92054,Gonzalo,Cooley,9999-01-01
92063,Deniz,Olivero,9999-01-01
92089,Youjian,Fiutem,9999-01-01
92093,Ulises,Diderrich,9999-01-01
92095,Ekawit,Pargaonkar,9999-01-01
92117,Djelloul,Hammerschmidt,9999-01-01
92133,Tran,Sommer,9999-01-01
92136,Isaac,Kamber,9999-01-01
92140,Heping,Khasidashvili,9999-01-01
92144,Ymte,Rosar,9999-01-01
92145,Marl,Schueller,9999-01-01
92157,Ioana,Matzel,9999-01-01
92185,Sarita,Cannane,9999-01-01
92191,Conal,Ossenbruggen,9999-01-01
92210,Kazuhito,Assaf,9999-01-01
92225,Make,Versino,9999-01-01
92235,Leni,Bauknecht,9999-01-01
92248,Alejandro,Liesche,9999-01-01
92251,Jianhao,Furudate,9999-01-01
92262,Danae,Imataki,9999-01-01
92263,Takahiro,Spataro,9999-01-01
92285,Mart,Benaini,9999-01-01
92305,Srinidhi,Nooteboom,9999-01-01
92313,Xudong,Setia,9999-01-01
92322,Jolita,Grospietsch,9999-01-01
92323,Florina,Azuma,9999-01-01
92338,Fun,Verspoor,9999-01-01
92340,Berhard,Nitsch,9999-01-01
92344,Paloma,Hanabata,9999-01-01
92354,Chaosheng,Lammel,9999-01-01
92373,Angus,Lupu,9999-01-01
92385,Nagui,Armand,9999-01-01
92415,Zorica,Lemarechal,9999-01-01
92417,Aimee,Pollacia,9999-01-01
92429,Mariusz,Yurov,9999-01-01
92441,Shugo,Bennet,9999-01-01
92442,Lenore,Birdsall,9999-01-01
92466,Rajmohan,Varman,9999-01-01
92479,Jinpo,Leuchs,9999-01-01
92485,Hein,Turnbull,9999-01-01
92489,Bowen,Murthy,9999-01-01
92493,Constantijn,Merro,9999-01-01
92508,Alassane,Baaz,9999-01-01
92513,Honesty,Asrin,9999-01-01
92517,Mamdouh,Suessmith,9999-01-01
92533,Martine,Eastman,9999-01-01
92535,Sarita,Pero,9999-01-01
92536,Nitsan,Rouquie,9999-01-01
92563,Kensyu,Ranze,9999-01-01
92592,Kirk,Lorho,9999-01-01
92627,Xiaoshan,Yurek,9999-01-01
92637,Adhemar,Denos,9999-01-01
92644,Hideo,Baig,9999-01-01
92646,Xianlong,Fadgyas,9999-01-01
92652,Pramod,Mansanne,9999-01-01
92667,Aloke,Takanami,9999-01-01
92683,Kwan,Bouloucos,9999-01-01
92688,Mitsuyuki,Schahn,9999-01-01
92690,Jackson,Yurov,9999-01-01
92720,Sungwon,Bondorf,9999-01-01
92757,Valery,Waymire,9999-01-01
92770,Sudharsan,Braunmuhl,9999-01-01
92776,Elzbieta,Schapiro,9999-01-01
92785,Lunjin,Underwood,9999-01-01
92796,Susumu,Tagansky,9999-01-01
92801,Marco,Vrecion,9999-01-01
92802,Alair,Luks,9999-01-01
92808,Hinrich,Junet,9999-01-01
92821,Ute,Journel,9999-01-01
92829,Nechama,Kalefeld,9999-01-01
92833,Jeanna,Jullig,9999-01-01
92835,Freyja,Godskesen,9999-01-01
92842,Maris,Lorie,9999-01-01
92870,Atilio,Imataki,9999-01-01
92878,Phule,Birjandi,9999-01-01
92879,Mana,Hellwagner,9999-01-01
92888,Chanjung,Capobianchi,9999-01-01
92898,Gil,Ghazalie,9999-01-01
92945,Marlo,Tyugu,9999-01-01
92946,Yannik,Thombley,9999-01-01
92950,Weiru,Kushner,9999-01-01
92959,Trygve,Honiden,9999-01-01
92961,Youjian,Speek,9999-01-01
92965,Weiye,Salinas,9999-01-01
92968,Moriyoshi,Gecseg,9999-01-01
92972,Marjo,Ramamoorthy,9999-01-01
92977,Alair,Naumovich,9999-01-01
92980,Quingbo,Kakkad,9999-01-01
92983,Masoud,Rosca,9999-01-01
92987,Kiyotoshi,Emden,9999-01-01
93001,Kersti,Pusterhofer,9999-01-01
93017,Gian,Terkki,9999-01-01
93020,Masako,Fraisse,9999-01-01
93038,Chenyi,Michaeli,9999-01-01
93039,Martijn,Heiserman,9999-01-01
93049,Christoper,Ananiadou,9999-01-01
93061,Cheong,Matteis,9999-01-01
93080,Amstein,Heering,9999-01-01
93085,Evgueni,Parhami,9999-01-01
93086,Arco,Lubachevsky,9999-01-01
93095,Sushant,Krider,9999-01-01
93102,Magdalena,Barvinok,9999-01-01
93103,Ramya,Kermarrec,9999-01-01
93107,Martien,Buchter,9999-01-01
93108,Danny,Dayang,9999-01-01
93120,Maria,Calkin,9999-01-01
93123,Kirk,Shackel,9999-01-01
93130,Kwun,Neimat,9999-01-01
93143,Tonia,Makinen,9999-01-01
93150,Piyush,Papsdorf,9999-01-01
93160,Trygve,Hinsberger,9999-01-01
93161,Giao,Garrabrants,9999-01-01
93164,Frazer,Ruemmler,9999-01-01
93183,Kenton,Marzano,9999-01-01
93189,Neven,Dalton,9999-01-01
93195,Domenico,Baak,9999-01-01
93197,Arie,Magliocco,9999-01-01
93203,Danel,Zizka,9999-01-01
93219,Dulce,Kolinko,9999-01-01
93221,Sanjit,McDermid,9999-01-01
93224,Shigeo,Gonthier,9999-01-01
93241,Juichirou,Borstler,9999-01-01
93254,Shigeo,Cichocki,9999-01-01
93261,Pintsang,Luca,9999-01-01
93273,Eberhardt,Schwartzbauer,9999-01-01
93291,Kasidit,Hofstetter,9999-01-01
93296,Baoqiu,Montresor,9999-01-01
93299,Hatsukazu,Swist,9999-01-01
93314,Carrsten,Beeson,9999-01-01
93321,Masako,Nivat,9999-01-01
93329,Shirish,Anily,9999-01-01
93344,Bernardo,Escriba,9999-01-01
93357,Padma,Prochazka,9999-01-01
93359,Elliott,Takanami,9999-01-01
93366,Heejo,Schach,9999-01-01
93385,Sibyl,Marrakchi,9999-01-01
93389,Sungwon,Hooghiemstra,9999-01-01
93396,Giap,Penn,9999-01-01
93399,Rosalie,Bennet,9999-01-01
93405,Tamiya,Marrevee,9999-01-01
93412,Sivanarayana,Sinicrope,9999-01-01
93416,Naftaly,Flowers,9999-01-01
93422,Nathan,Stiles,9999-01-01
93426,Olivera,Kambil,9999-01-01
93430,Golgen,Baar,9999-01-01
93433,Abdelkader,Tchuente,9999-01-01
93436,Ung,Crooks,9999-01-01
93445,Shahaf,Imataki,9999-01-01
93447,Gregory,Standera,9999-01-01
93450,Jiakeng,Kieras,9999-01-01
93451,Elliott,Staudhammer,9999-01-01
93454,Subhada,Munawer,9999-01-01
93455,Tsutomu,Hashii,9999-01-01
93458,Jagoda,Pero,9999-01-01
93491,Margo,Heinisuo,9999-01-01
93492,Lenore,Yetim,9999-01-01
93495,Lunjin,Gill,9999-01-01
93509,Lijie,Perl,9999-01-01
93512,Rutger,Ramras,9999-01-01
93519,Bartek,Kolinko,9999-01-01
93520,Angel,Unni,9999-01-01
93536,Zhonghua,Zongker,9999-01-01
93539,Stevo,Heystek,9999-01-01
93540,Vitali,Thebaut,9999-01-01
93551,Sanjay,Shrader,9999-01-01
93553,Maris,Swist,9999-01-01
93561,Mario,Takkinen,9999-01-01
93576,Xuedong,Thorensen,9999-01-01
93601,Leucio,Piveteau,9999-01-01
93603,Moon,Gniady,9999-01-01
93611,Mizuhito,Gronowski,9999-01-01
93634,Dietrich,Chelton,9999-01-01
93653,Filipp,Greenaway,9999-01-01
93670,Djelloul,Pulkowski,9999-01-01
93682,Mari,Mukaidono,9999-01-01
93686,Zhiwei,Radivojevic,9999-01-01
93718,Moie,Kropf,9999-01-01
93721,Supot,Isaak,9999-01-01
93722,Tetsurou,Kavraki,9999-01-01
93729,Maik,Sadowsky,9999-01-01
93730,Aemilian,Noriega,9999-01-01
93735,Bernice,Krichel,9999-01-01
93742,Shay,Ushiama,9999-01-01
93745,Mandell,Schrooten,9999-01-01
93747,Martina,Christ,9999-01-01
93754,Xianlong,Ernst,9999-01-01
93763,Kazuhisa,Jullig,9999-01-01
93778,Genki,Waterhouse,9999-01-01
93785,Francesca,VanScheik,9999-01-01
93796,Zhonghua,Armand,9999-01-01
93798,Monique,Azumi,9999-01-01
93813,Giordano,Janetzko,9999-01-01
93825,Rosella,Mitsuhashi,9999-01-01
93846,Parke,Bratten,9999-01-01
93854,Constantine,Rosaz,9999-01-01
93869,Lijie,Maccarone,9999-01-01
93887,Zdislav,Sidou,9999-01-01
93915,Genevieve,Waymire,9999-01-01
93921,Chuanti,Driscoll,9999-01-01
93928,Tomoyuki,Axelband,9999-01-01
93932,Giap,Parveen,9999-01-01
93938,Boutros,Veeraraghavan,9999-01-01
93942,Thanasis,Tiemann,9999-01-01
93947,Toshiki,Heyers,9999-01-01
93958,Morrie,Cyre,9999-01-01
93960,Xianlong,Seghrouchni,9999-01-01
93964,Shimshon,Chelton,9999-01-01
93975,Gererd,Calkin,9999-01-01
93976,Demin,Dengi,9999-01-01
93984,Saniya,Journel,9999-01-01
93986,Elzbieta,Perry,9999-01-01
93995,Saeed,Luon,9999-01-01
94008,Sumali,Itzfeldt,9999-01-01
94028,Bernt,Fraisse,9999-01-01
94030,Masato,Shobatake,9999-01-01
94032,Jinya,Katiyar,9999-01-01
94034,Vasilis,Riesenhuber,9999-01-01
94042,Yonghoan,Bruckman,9999-01-01
94046,Valeska,Nourani,9999-01-01
94062,Maia,Genther,9999-01-01
94118,Gina,Ellozy,9999-01-01
